engagement_id,as_of_date,behs,health_band,client_id,client_name,industry,talent_id,role,monthly_contract_value,risk_probability,risk_band,contract_exposure,risk_adjusted_exposure
ENG-00889,2026-08-01,85.26,Healthy,C-0034,Client 034,Retail,T-0477,ML Engineer,2712448.34,0.0016417440233611,Low,21699586.72,35625.16680696589
ENG-00890,2026-08-01,76.31,Watch,C-0001,Client 001,FinTech,T-0034,BI Developer,1366387.79,0.917463047025334,Critical,10931102.32,10028882.441852897
ENG-00891,2026-01-01,73.33,Watch,C-0053,Client 053,Telecom,T-0014,Data Scientist,1441336.87,0.0373037573055199,Low,0.0,0.0
ENG-00892,2025-10-01,41.85,Critical,C-0010,Client 010,FinTech,T-0202,Data Scientist,1193546.45,0.9984757499781268,Critical,9548371.6,9533817.494379846
ENG-00893,2025-11-01,72.43,Watch,C-0008,Client 008,Insurance,T-0373,AI Engineer,1466946.18,0.0090078748210808,Low,0.0,0.0
ENG-00894,2026-02-01,77.92,Watch,C-0041,Client 041,Banking,T-0041,Data Engineer,2077694.33,0.0366839438399966,Low,0.0,0.0
ENG-00895,2025-09-01,74.43,Watch,C-0037,Client 037,Energy,T-0147,Data Analyst,1694350.49,0.2197512055455748,Low,0.0,0.0
ENG-00896,2024-11-01,52.99,Critical,C-0004,Client 004,Healthcare,T-0132,Analytics Engineer,1266337.28,0.9444425914212776,Critical,3799011.84,3587948.587009716
ENG-00897,2026-06-01,88.26,Healthy,C-0011,Client 011,Retail,T-0199,Data Analyst,3529494.62,0.0002728866240855,Low,0.0,0.0
ENG-00898,2026-08-01,80.03,Healthy,C-0036,Client 036,FinTech,T-0494,AI Engineer,1869530.5,0.0249208086727912,Low,5608591.5,139770.63569534302
ENG-00899,2025-01-01,81.71,Healthy,C-0016,Client 016,Energy,T-0166,ML Engineer,1505459.39,0.005117889047839,Low,0.0,0.0
ENG-00900,2025-01-01,73.41,Watch,C-0042,Client 042,Energy,T-0105,BI Developer,998321.26,0.1214432129757201,Low,0.0,0.0
ENG-00901,2026-03-01,47.98,Critical,C-0025,Client 025,Energy,T-0062,AI Engineer,1159530.65,0.9987729977568962,Critical,4638122.6,4632431.613166009
ENG-00902,2026-08-01,81.13,Healthy,C-0036,Client 036,FinTech,T-0100,BI Developer,2238670.5,0.0612411010395067,Low,0.0,0.0
ENG-00903,2025-03-01,80.29,Healthy,C-0029,Client 029,Retail,T-0067,Data Scientist,1502970.94,0.1751173125956802,Low,0.0,0.0
ENG-00904,2025-01-01,69.29,Watch,C-0022,Client 022,Telecom,T-0287,BI Developer,2923333.59,0.0449330757152597,Low,0.0,0.0
ENG-00905,2027-02-01,61.95,Watch,C-0021,Client 021,Retail,T-0211,BI Developer,1619184.47,0.9571490612137634,Critical,3238368.94,3099601.79078481
ENG-00906,2025-04-01,76.64,Watch,C-0042,Client 042,Energy,T-0249,AI Engineer,947147.45,0.0591330458940435,Low,0.0,0.0
ENG-00907,2026-07-01,68.75,Watch,C-0031,Client 031,Healthcare,T-0417,AI Engineer,1401324.91,0.4810087666750119,Watch,0.0,0.0
ENG-00908,2026-02-01,51.72,Critical,C-0036,Client 036,FinTech,T-0291,Analytics Engineer,2752700.29,0.968341762586284,Critical,8258100.87,7996663.952071126
ENG-00909,2025-08-01,47.41,Critical,C-0035,Client 035,Logistics,T-0078,AI Engineer,2456047.74,0.9958807747477804,Critical,14736286.440000001,14675584.356772412
ENG-00910,2026-08-01,68.62,Watch,C-0013,Client 013,Insurance,T-0189,Data Analyst,3373349.15,0.2129428214299316,Low,23613444.05,5028313.399684831
ENG-00911,2025-09-01,59.28,Critical,C-0055,Client 055,Healthcare,T-0157,Data Analyst,2680088.75,0.9927842792554626,Critical,16080532.5,15964499.868056543
ENG-00912,2026-08-01,80.66,Healthy,C-0034,Client 034,Retail,T-0414,AI Engineer,2876151.48,0.0244709244460429,Low,8628454.44,211146.25668736338
ENG-00913,2025-09-01,79.07,Watch,C-0044,Client 044,Telecom,T-0154,Analytics Engineer,1655209.37,0.0122934704631806,Low,0.0,0.0
ENG-00914,2026-08-01,55.91,Critical,C-0053,Client 053,Telecom,T-0070,Data Analyst,1250375.88,0.9802702463151948,Critical,10003007.04,9805650.174993426
ENG-00915,2025-05-01,85.01,Healthy,C-0056,Client 056,FinTech,T-0369,BI Developer,2307066.68,0.0057974031392775,Low,0.0,0.0
ENG-00916,2026-04-01,85.46,Healthy,C-0041,Client 041,Banking,T-0215,Analytics Engineer,2082694.33,0.0058961868922433,Low,0.0,0.0
ENG-00917,2026-04-01,61.35,Watch,C-0048,Client 048,Logistics,T-0048,Analytics Engineer,951802.99,0.8989381234910175,Critical,3807211.96,3422447.975054959
ENG-00918,2026-08-01,53.46,Critical,C-0029,Client 029,Retail,T-0345,Data Scientist,3096644.85,0.9971104444153408,Critical,6193289.7,6175393.8451599525
ENG-00919,2026-08-01,66.21,Watch,C-0045,Client 045,FinTech,T-0106,Data Engineer,1500065.37,0.9236506609917364,Critical,10500457.59,9698754.593719196
ENG-00920,2025-05-01,73.57,Watch,C-0020,Client 020,Healthcare,T-0435,Analytics Engineer,1410525.49,0.0721819353080965,Low,0.0,0.0
ENG-00921,2026-08-01,66.89,Watch,C-0043,Client 043,Insurance,T-0417,AI Engineer,2616968.8,0.506209205011942,Watch,2616968.8,1324733.6957890557
ENG-00922,2026-08-01,75.9,Watch,C-0006,Client 006,Energy,T-0185,Data Scientist,2292562.07,0.0805096299974541,Low,13755372.419999998,1107439.9440113846
ENG-00923,2026-02-01,70.04,Watch,C-0055,Client 055,Healthcare,T-0278,Data Analyst,2346136.8,0.5674920010401774,Watch,0.0,0.0
ENG-00924,2026-08-01,75.6,Watch,C-0015,Client 015,Insurance,T-0284,AI Engineer,1010907.98,0.1928468220203578,Low,8087263.84,1559603.1303841553
ENG-00925,2024-06-01,40.75,Critical,C-0040,Client 040,Insurance,T-0327,Data Engineer,2990987.0,0.9999566162131972,Critical,11963948.0,11963428.958630648
ENG-00926,2024-08-01,69.99,Watch,C-0001,Client 001,FinTech,T-0035,Data Scientist,2389794.91,0.6932861296635449,Critical,7169384.73,4970434.991530619
ENG-00927,2025-05-01,49.43,Critical,C-0010,Client 010,FinTech,T-0163,Data Scientist,2493481.3,0.9985695324113918,Critical,7480443.899999999,7469743.367452648
ENG-00928,2025-09-01,44.25,Critical,C-0060,Client 060,Insurance,T-0086,Data Engineer,2593632.26,0.9999342640276696,Critical,7780896.779999999,7780385.295184564
ENG-00929,2026-08-01,66.99,Watch,C-0051,Client 051,Energy,T-0349,AI Engineer,2296191.45,0.0508881670838685,Low,6888574.350000001,350546.92249245086
ENG-00930,2026-04-01,71.49,Watch,C-0014,Client 014,Energy,T-0035,Data Scientist,983921.97,0.8177345711311379,Critical,0.0,0.0
ENG-00931,2026-04-01,64.35,Watch,C-0008,Client 008,Insurance,T-0259,BI Developer,3384809.64,0.3917772812041351,Watch,6769619.28,2652183.0363054946
ENG-00932,2024-10-01,57.77,Critical,C-0049,Client 049,Insurance,T-0364,Data Analyst,3358692.44,0.9681021953005394,Critical,6717384.88,6503115.04900665
ENG-00933,2026-06-01,74.71,Watch,C-0060,Client 060,Insurance,T-0475,BI Developer,1372013.26,0.0734954658629842,Low,0.0,0.0
ENG-00934,2025-12-01,71.55,Watch,C-0011,Client 011,Retail,T-0145,Data Analyst,1280316.19,0.0656620546713784,Low,0.0,0.0
ENG-00935,2026-02-01,81.71,Healthy,C-0040,Client 040,Insurance,T-0004,Analytics Engineer,3166879.1,0.0164013142156947,Low,0.0,0.0
ENG-00936,2024-09-01,49.84,Critical,C-0018,Client 018,Banking,T-0362,AI Engineer,2277431.5,0.9990956492815036,Critical,4554863.0,4550743.806373297
ENG-00937,2024-05-01,48.82,Critical,C-0045,Client 045,FinTech,T-0001,Data Analyst,1079897.59,0.9996252174904752,Critical,5399487.95,5397464.31635595
ENG-00938,2026-05-01,68.95,Watch,C-0026,Client 026,Insurance,T-0034,BI Developer,2939172.77,0.40962383123305,Watch,0.0,0.0
ENG-00939,2026-06-01,43.47,Critical,C-0008,Client 008,Insurance,T-0496,Analytics Engineer,775581.13,0.9924380152693364,Critical,1551162.26,1539432.3946750984
ENG-00940,2026-08-01,69.93,Watch,C-0020,Client 020,Healthcare,T-0432,Analytics Engineer,1583445.14,0.2278087794500205,Low,15834451.399999999,3607227.046694668
ENG-00941,2026-03-01,73.48,Watch,C-0033,Client 033,FinTech,T-0354,BI Developer,2198651.44,0.0242187294146554,Low,0.0,0.0
ENG-00942,2024-09-01,73.07,Watch,C-0048,Client 048,Logistics,T-0418,Analytics Engineer,1670756.88,0.1550919093982798,Low,0.0,0.0
ENG-00943,2024-12-01,51.46,Critical,C-0002,Client 002,Energy,T-0038,AI Engineer,866705.63,0.9987666323568952,Critical,3466822.52,3462546.653279445
ENG-00944,2024-12-01,76.83,Watch,C-0058,Client 058,Banking,T-0045,ML Engineer,1068898.31,0.1080512701190832,Low,0.0,0.0
ENG-00945,2026-05-01,86.02,Healthy,C-0039,Client 039,Telecom,T-0151,AI Engineer,926062.28,0.0006025386240206,Low,0.0,0.0
ENG-00946,2024-09-01,78.95,Watch,C-0053,Client 053,Telecom,T-0012,ML Engineer,1143354.23,0.0090571748520401,Low,0.0,0.0
ENG-00947,2025-11-01,59.19,Critical,C-0056,Client 056,FinTech,T-0445,Data Engineer,2059917.25,0.7393711632215102,Critical,6179751.75,4569130.239817663
ENG-00948,2024-12-01,69.8,Watch,C-0010,Client 010,FinTech,T-0029,Analytics Engineer,2763001.57,0.0368594474183137,Low,0.0,0.0
ENG-00949,2025-09-01,83.46,Healthy,C-0006,Client 006,Energy,T-0273,AI Engineer,870468.43,0.0061347881198648,Low,0.0,0.0
ENG-00950,2026-08-01,81.57,Healthy,C-0047,Client 047,Healthcare,T-0427,ML Engineer,1735868.38,0.0123437691598906,Low,8679341.899999999,107135.79287336627
ENG-00951,2025-08-01,65.98,Watch,C-0012,Client 012,Logistics,T-0368,ML Engineer,3087674.47,0.3626972026895891,Watch,0.0,0.0
ENG-00952,2024-09-01,86.01,Healthy,C-0009,Client 009,Banking,T-0118,BI Developer,2237621.39,0.0004378903240443,Low,0.0,0.0
ENG-00953,2026-08-01,77.6,Watch,C-0029,Client 029,Retail,T-0236,AI Engineer,1119772.08,0.0094247748310301,Low,12317492.88,116089.59687681646
ENG-00954,2024-10-01,81.84,Healthy,C-0055,Client 055,Healthcare,T-0275,BI Developer,1286482.46,0.0066132315054509,Low,0.0,0.0
ENG-00955,2025-12-01,75.94,Watch,C-0048,Client 048,Logistics,T-0384,Data Scientist,3513565.24,0.05765019616513,Low,0.0,0.0
ENG-00956,2025-11-01,66.35,Watch,C-0032,Client 032,Banking,T-0214,Data Analyst,2552059.39,0.1491176876509531,Low,0.0,0.0
ENG-00957,2025-09-01,50.15,Critical,C-0012,Client 012,Logistics,T-0143,BI Developer,990062.1,0.994187076401662,Critical,4950310.5,4921534.72327545
ENG-00958,2025-07-01,63.09,Watch,C-0021,Client 021,Retail,T-0398,Data Scientist,1475140.99,0.9611699242532478,Critical,2950281.98,2835722.307242322
ENG-00959,2026-08-01,66.95,Watch,C-0042,Client 042,Energy,T-0444,BI Developer,3236762.75,0.0197121711846314,Low,3236762.75,63803.621412038294
ENG-00960,2025-10-01,79.12,Watch,C-0010,Client 010,FinTech,T-0245,ML Engineer,1787800.48,0.0005540319428273,Low,0.0,0.0
ENG-00961,2024-08-01,83.34,Healthy,C-0032,Client 032,Banking,T-0015,Analytics Engineer,810302.33,0.0011314403466678,Low,0.0,0.0
ENG-00962,2026-06-01,63.29,Watch,C-0001,Client 001,FinTech,T-0251,BI Developer,2834326.92,0.7400500789019497,Critical,0.0,0.0
ENG-00963,2026-08-01,72.13,Watch,C-0020,Client 020,Healthcare,T-0445,Data Engineer,986546.45,0.122710054454079,Low,4932732.25,605295.8430048916
ENG-00964,2025-08-01,61.99,Watch,C-0015,Client 015,Insurance,T-0495,Data Engineer,1074511.21,0.8341029683595137,Critical,3223533.63,2688758.969389718
ENG-00965,2025-03-01,80.56,Healthy,C-0041,Client 041,Banking,T-0201,BI Developer,2282168.11,0.0007024831647832,Low,0.0,0.0
ENG-00966,2024-11-01,57.49,Critical,C-0055,Client 055,Healthcare,T-0076,Analytics Engineer,1525655.27,0.9756623067553888,Critical,4576965.8100000005,4465573.020125147
ENG-00967,2025-05-01,79.12,Watch,C-0009,Client 009,Banking,T-0287,BI Developer,1987267.45,0.0430469166905852,Low,0.0,0.0
ENG-00968,2025-02-01,77.49,Watch,C-0048,Client 048,Logistics,T-0416,ML Engineer,1496971.54,0.0067910820607546,Low,0.0,0.0
ENG-00969,2026-07-01,72.39,Watch,C-0040,Client 040,Insurance,T-0473,AI Engineer,881983.76,0.0882489634113209,Low,0.0,0.0
ENG-00970,2025-09-01,61.32,Watch,C-0059,Client 059,Insurance,T-0026,Analytics Engineer,1983860.77,0.8594047710381786,Critical,3967721.54,3409878.8216269496
ENG-00971,2025-05-01,84.31,Healthy,C-0055,Client 055,Healthcare,T-0146,Data Analyst,2591865.47,0.0006158255093358,Low,0.0,0.0
ENG-00972,2024-11-01,82.03,Healthy,C-0007,Client 007,FinTech,T-0239,Analytics Engineer,1413463.04,0.0022562043191231,Low,0.0,0.0
ENG-00973,2026-08-01,78.33,Watch,C-0045,Client 045,FinTech,T-0050,ML Engineer,2116635.06,0.0029143109674507,Low,19049715.54,55516.79492503803
ENG-00974,2026-08-01,80.97,Healthy,C-0036,Client 036,FinTech,T-0444,BI Developer,1974506.44,0.0115856870384633,Low,17770557.96,205884.12302343282
ENG-00975,2026-06-01,83.54,Healthy,C-0007,Client 007,FinTech,T-0057,AI Engineer,1377280.12,0.0071322927022758,Low,0.0,0.0
ENG-00976,2024-11-01,79.45,Watch,C-0016,Client 016,Energy,T-0333,Data Engineer,3563891.46,0.0538236737530334,Low,0.0,0.0
ENG-00977,2025-06-01,69.91,Watch,C-0056,Client 056,FinTech,T-0460,Data Analyst,1120572.98,0.2858985779352992,Low,0.0,0.0
ENG-00978,2024-12-01,73.49,Watch,C-0033,Client 033,FinTech,T-0343,Data Analyst,1290704.63,0.012063984097385,Low,0.0,0.0
ENG-00979,2026-05-01,68.12,Watch,C-0021,Client 021,Retail,T-0382,ML Engineer,1377669.87,0.3909283233365621,Watch,0.0,0.0
ENG-00980,2025-06-01,65.01,Watch,C-0020,Client 020,Healthcare,T-0132,Analytics Engineer,1836305.97,0.0772809696880199,Low,0.0,0.0
ENG-00981,2026-02-01,78.47,Watch,C-0051,Client 051,Energy,T-0414,AI Engineer,1067858.9,0.099857404170641,Low,0.0,0.0
ENG-00982,2026-06-01,41.72,Critical,C-0018,Client 018,Banking,T-0210,Data Scientist,1485061.04,0.999808926511228,Critical,5940244.16,5939109.136824192
ENG-00983,2025-01-01,72.01,Watch,C-0010,Client 010,FinTech,T-0031,Data Scientist,1014152.56,0.0574868421878552,Low,0.0,0.0
ENG-00984,2025-07-01,82.86,Healthy,C-0035,Client 035,Logistics,T-0184,Analytics Engineer,1763813.32,0.0151570368857313,Low,0.0,0.0
ENG-00985,2025-06-01,60.53,Watch,C-0060,Client 060,Insurance,T-0175,Data Analyst,1004841.0,0.9374074887442247,Critical,6029046.0,5651672.8703834135
ENG-00986,2026-08-01,67.87,Watch,C-0011,Client 011,Retail,T-0261,Data Analyst,2823937.72,0.9727422509533328,Critical,19767564.040000003,19228744.74013376
ENG-00987,2026-08-01,80.73,Healthy,C-0016,Client 016,Energy,T-0133,Data Scientist,1706782.14,0.0273656070281841,Low,10240692.84,280242.7759557786
ENG-00988,2025-01-01,36.56,Critical,C-0029,Client 029,Retail,T-0232,AI Engineer,1564422.99,0.9998344380636218,Critical,10950960.93,10949147.867703227
ENG-00989,2026-06-01,69.14,Watch,C-0012,Client 012,Logistics,T-0214,Data Analyst,2818736.96,0.1745443326502493,Low,0.0,0.0
ENG-00990,2026-06-01,83.47,Healthy,C-0040,Client 040,Insurance,T-0164,BI Developer,2649306.72,0.0027282148506878,Low,0.0,0.0
ENG-00991,2026-05-01,56.96,Critical,C-0016,Client 016,Energy,T-0349,AI Engineer,782758.01,0.9727214781286364,Critical,6262064.08,6091244.22803384
ENG-00992,2026-08-01,77.08,Watch,C-0008,Client 008,Insurance,T-0153,Data Scientist,2674920.84,0.1350641621916751,Low,2674920.84,361285.9421836518
ENG-00993,2025-10-01,82.77,Healthy,C-0016,Client 016,Energy,T-0383,Data Engineer,2385812.45,0.0430458679181189,Low,0.0,0.0
ENG-00994,2026-08-01,78.0,Watch,C-0056,Client 056,FinTech,T-0126,ML Engineer,1108450.5,0.0096787236263944,Low,3325351.5,32185.15812911606
ENG-00995,2026-08-01,77.34,Watch,C-0057,Client 057,Retail,T-0433,Analytics Engineer,2005458.42,0.0704322370758509,Low,20054584.2,1412489.2288320137
ENG-00996,2025-12-01,73.42,Watch,C-0031,Client 031,Healthcare,T-0183,AI Engineer,920438.24,0.215100272680995,Low,0.0,0.0
ENG-00997,2026-03-01,87.83,Healthy,C-0025,Client 025,Energy,T-0021,AI Engineer,1242633.99,0.001121438163186,Low,0.0,0.0
ENG-00998,2025-02-01,77.83,Watch,C-0050,Client 050,Energy,T-0075,Data Engineer,2739278.82,0.0750403784258307,Low,0.0,0.0
ENG-00999,2026-08-01,65.53,Watch,C-0012,Client 012,Logistics,T-0404,ML Engineer,3009785.92,0.5618312807196958,Watch,6019571.84,3381983.7562514157
ENG-01000,2026-07-01,64.43,Watch,C-0040,Client 040,Insurance,T-0437,Analytics Engineer,1279968.62,0.7048511432988878,Critical,0.0,0.0
ENG-01001,2025-11-01,86.32,Healthy,C-0041,Client 041,Banking,T-0106,Data Engineer,1296304.92,0.0102993402191155,Low,0.0,0.0
ENG-01002,2025-07-01,64.37,Watch,C-0043,Client 043,Insurance,T-0302,Data Analyst,1676239.69,0.6324064325764036,Watch,0.0,0.0
ENG-01003,2026-04-01,72.42,Watch,C-0014,Client 014,Energy,T-0288,Data Engineer,993168.55,0.1697094073853521,Low,0.0,0.0
ENG-01004,2026-07-01,41.05,Critical,C-0043,Client 043,Insurance,T-0067,Data Scientist,1369561.85,0.999738225136537,Critical,4108685.5500000003,4107609.9994011368
ENG-01005,2026-08-01,51.31,Critical,C-0037,Client 037,Energy,T-0226,BI Developer,1699198.04,0.872683148465255,Critical,5097594.12,4448584.486239571
ENG-01006,2026-08-01,80.32,Healthy,C-0053,Client 053,Telecom,T-0347,Analytics Engineer,3197079.76,0.0036811800310418,Low,3197079.76,11769.026170159908
ENG-01007,2026-09-01,52.47,Critical,C-0011,Client 011,Retail,T-0484,Data Analyst,1768718.32,0.996594935531794,Critical,8843591.6,8813478.600471515
ENG-01008,2025-07-01,79.68,Watch,C-0037,Client 037,Energy,T-0424,Data Engineer,1577326.88,0.0163707982665735,Low,0.0,0.0
ENG-01009,2027-02-01,60.65,Watch,C-0050,Client 050,Energy,T-0049,ML Engineer,1860767.42,0.9464516650349444,Critical,5582302.26,5283379.268705333
ENG-01010,2024-08-01,69.86,Watch,C-0017,Client 017,Retail,T-0119,Data Analyst,979615.9,0.1198843688425617,Low,0.0,0.0
ENG-01011,2025-05-01,79.04,Watch,C-0045,Client 045,FinTech,T-0219,AI Engineer,2062276.58,0.0226272320957622,Low,0.0,0.0
ENG-01012,2026-01-01,70.65,Watch,C-0006,Client 006,Energy,T-0076,Analytics Engineer,1431404.27,0.0114986671452092,Low,0.0,0.0
ENG-01013,2025-11-01,84.96,Healthy,C-0044,Client 044,Telecom,T-0286,Data Scientist,2803095.91,0.0049543311595819,Low,0.0,0.0
ENG-01014,2026-08-01,73.45,Watch,C-0037,Client 037,Energy,T-0005,Analytics Engineer,2290436.71,0.0822994481609616,Low,0.0,0.0
ENG-01015,2026-08-01,77.48,Watch,C-0012,Client 012,Logistics,T-0057,AI Engineer,1389942.79,0.0638302309013377,Low,6949713.95,443601.8461267477
ENG-01016,2024-09-01,71.83,Watch,C-0004,Client 004,Healthcare,T-0024,BI Developer,1362650.76,0.0615068568333847,Low,0.0,0.0
ENG-01017,2026-08-01,79.02,Watch,C-0045,Client 045,FinTech,T-0148,AI Engineer,2103565.62,0.0107071032888555,Low,0.0,0.0
ENG-01018,2026-08-01,72.71,Watch,C-0015,Client 015,Insurance,T-0382,ML Engineer,2144622.04,0.0296112029943641,Low,2144622.04,63504.838572627246
ENG-01019,2026-08-01,79.8,Watch,C-0030,Client 030,Healthcare,T-0089,Data Analyst,2384406.11,0.0111611977674109,Low,14306436.66,159676.96890919746
ENG-01020,2024-08-01,73.88,Watch,C-0004,Client 004,Healthcare,T-0494,AI Engineer,3460764.06,0.0419301914039433,Low,0.0,0.0
ENG-01021,2025-01-01,62.98,Watch,C-0058,Client 058,Banking,T-0135,BI Developer,2072739.15,0.635920920516834,Watch,0.0,0.0
ENG-01022,2026-06-01,78.17,Watch,C-0033,Client 033,FinTech,T-0023,Data Scientist,1053645.99,0.0247790836137772,Low,0.0,0.0
ENG-01023,2026-08-01,83.19,Healthy,C-0056,Client 056,FinTech,T-0168,Data Engineer,2311051.63,0.0022371215904897,Low,9244206.52,20680.413992837653
ENG-01024,2026-04-01,81.7,Healthy,C-0010,Client 010,FinTech,T-0375,Analytics Engineer,1202317.34,0.0016714825675593,Low,0.0,0.0
ENG-01025,2026-08-01,80.06,Healthy,C-0013,Client 013,Insurance,T-0054,Data Scientist,1692695.58,0.0739918041407844,Low,8463477.9,626227.9991266574
ENG-01026,2026-02-01,60.5,Watch,C-0037,Client 037,Energy,T-0036,ML Engineer,2987916.43,0.9776776557138112,Critical,11951665.72,11684876.52300472
ENG-01027,2026-07-01,44.95,Critical,C-0037,Client 037,Energy,T-0425,Analytics Engineer,3023936.13,0.9993317420362549,Critical,6047872.26,6043830.721198541
ENG-01028,2024-09-01,75.21,Watch,C-0048,Client 048,Logistics,T-0297,ML Engineer,963557.7,0.1123780695309087,Low,0.0,0.0
ENG-01029,2026-10-01,64.72,Watch,C-0056,Client 056,FinTech,T-0172,Data Engineer,2101859.9,0.633958240409834,Watch,10509299.5,6662457.018959948
ENG-01030,2025-08-01,61.37,Watch,C-0050,Client 050,Energy,T-0379,Data Analyst,2729160.26,0.9921259516758522,Critical,5458320.52,5415341.440456832
ENG-01031,2026-08-01,84.11,Healthy,C-0009,Client 009,Banking,T-0423,Data Analyst,1381383.44,0.0149041071051214,Low,13813834.399999999,205882.86743001037
ENG-01032,2026-01-01,74.73,Watch,C-0019,Client 019,Energy,T-0180,ML Engineer,835490.99,0.0111774489462418,Low,0.0,0.0
ENG-01033,2025-08-01,59.16,Critical,C-0055,Client 055,Healthcare,T-0281,Data Scientist,1891391.2,0.988358089843968,Critical,7565564.8,7477487.174318762
ENG-01034,2026-10-01,43.09,Critical,C-0033,Client 033,FinTech,T-0006,Data Analyst,1403661.19,0.9993669046755844,Critical,7018305.949999999,7013862.6933177365
ENG-01035,2026-03-01,77.95,Watch,C-0053,Client 053,Telecom,T-0154,Analytics Engineer,1444521.55,0.0054793938293834,Low,0.0,0.0
ENG-01036,2024-04-01,54.33,Critical,C-0034,Client 034,Retail,T-0298,Data Analyst,3088580.39,0.9921319463688948,Critical,21620062.73,21449954.9169325
ENG-01037,2025-10-01,62.29,Watch,C-0003,Client 003,Insurance,T-0099,Data Engineer,826154.14,0.8899955720385296,Critical,0.0,0.0
ENG-01038,2025-07-01,79.38,Watch,C-0029,Client 029,Retail,T-0496,Analytics Engineer,1488956.7,0.0098099994932062,Low,0.0,0.0
ENG-01039,2026-08-01,80.55,Healthy,C-0050,Client 050,Energy,T-0486,Data Analyst,1137041.42,0.0103260287278519,Low,1137041.42,11741.122367677517
ENG-01040,2025-01-01,79.35,Watch,C-0040,Client 040,Insurance,T-0129,Data Analyst,2110875.36,0.0343190192351962,Low,0.0,0.0
ENG-01041,2024-08-01,83.59,Healthy,C-0008,Client 008,Insurance,T-0199,Data Analyst,1022560.35,0.0129437066103625,Low,0.0,0.0
ENG-01042,2025-01-01,77.51,Watch,C-0013,Client 013,Insurance,T-0095,ML Engineer,2177185.5,0.0214797584325884,Low,0.0,0.0
ENG-01043,2025-10-01,59.18,Critical,C-0052,Client 052,Banking,T-0252,BI Developer,2714639.34,0.9308687671056451,Critical,0.0,0.0
ENG-01044,2024-10-01,73.08,Watch,C-0059,Client 059,Insurance,T-0062,AI Engineer,1401150.01,0.0430759773304556,Low,0.0,0.0
ENG-01045,2025-02-01,75.38,Watch,C-0046,Client 046,Logistics,T-0196,Data Analyst,883059.87,0.1490668182360141,Low,0.0,0.0
ENG-01046,2026-08-01,55.14,Critical,C-0006,Client 006,Energy,T-0278,Data Analyst,826647.82,0.996440955035046,Critical,1653295.64,1647411.4864768775
ENG-01047,2024-07-01,78.07,Watch,C-0038,Client 038,Energy,T-0306,Data Analyst,981932.15,0.1075650619053345,Low,0.0,0.0
ENG-01048,2025-07-01,76.99,Watch,C-0050,Client 050,Energy,T-0299,ML Engineer,3451517.98,0.0533208900308397,Low,0.0,0.0
ENG-01049,2026-11-01,52.87,Critical,C-0039,Client 039,Telecom,T-0111,ML Engineer,1168437.7,0.9846301196072694,Critical,3505313.0999999996,3451436.856913928
ENG-01050,2025-01-01,81.26,Healthy,C-0036,Client 036,FinTech,T-0397,Data Engineer,1004229.63,0.0035470270108219,Low,0.0,0.0
ENG-01051,2026-09-01,57.22,Critical,C-0029,Client 029,Retail,T-0346,BI Developer,2367345.88,0.9071926349249246,Critical,9469383.52,8590554.986623457
ENG-01052,2025-07-01,52.46,Critical,C-0015,Client 015,Insurance,T-0377,Data Engineer,799398.96,0.9703683167830874,Critical,3197595.84,3102845.6930134026
ENG-01053,2025-04-01,45.5,Critical,C-0017,Client 017,Retail,T-0234,ML Engineer,3022360.2,0.9990321086795868,Critical,12089440.8,12077739.535181032
ENG-01054,2026-08-01,82.81,Healthy,C-0045,Client 045,FinTech,T-0447,Data Scientist,1329577.37,0.0031554832102043,Low,3988732.1100000003,12586.377203107771
ENG-01055,2025-11-01,48.0,Critical,C-0005,Client 005,Healthcare,T-0195,ML Engineer,1912258.72,0.9981031532909992,Critical,13385811.04,13360420.208381468
ENG-01056,2025-10-01,66.24,Watch,C-0006,Client 006,Energy,T-0403,AI Engineer,1005898.97,0.1417669979620232,Low,0.0,0.0
ENG-01057,2025-03-01,65.26,Watch,C-0024,Client 024,Logistics,T-0102,Data Scientist,2637806.96,0.2175732910148781,Low,0.0,0.0
ENG-01058,2026-08-01,77.44,Watch,C-0047,Client 047,Healthcare,T-0124,BI Developer,2204265.69,0.0287310848582908,Low,0.0,0.0
ENG-01059,2026-08-01,72.34,Watch,C-0040,Client 040,Insurance,T-0264,BI Developer,781421.64,0.0628313243479314,Low,5469951.48,343684.2956073274
ENG-01060,2025-06-01,84.53,Healthy,C-0036,Client 036,FinTech,T-0278,Data Analyst,2285677.26,0.0098046508703185,Low,0.0,0.0
ENG-01061,2025-12-01,49.23,Critical,C-0033,Client 033,FinTech,T-0374,Data Scientist,1985635.57,0.9994328131832708,Critical,7942542.28,7938037.37472747
ENG-01062,2025-02-01,82.75,Healthy,C-0007,Client 007,FinTech,T-0149,BI Developer,876397.5,0.0023174517351415,Low,0.0,0.0
ENG-01063,2024-11-01,70.17,Watch,C-0020,Client 020,Healthcare,T-0437,Analytics Engineer,1404932.76,0.635748155046134,Watch,0.0,0.0
ENG-01064,2026-08-01,77.8,Watch,C-0005,Client 005,Healthcare,T-0165,ML Engineer,998244.88,0.0036438680672539,Low,4991224.4,18187.36320765851
ENG-01065,2025-07-01,82.89,Healthy,C-0046,Client 046,Logistics,T-0268,Data Engineer,2641725.89,0.0025208195275611,Low,0.0,0.0
